id,name 
61006629,Fatherland
345519515,Never Love a Highlander
316197084,Altered
385341954,Fractured
345485793,The Charlemagne Pursuit
671888587,I'll Be Seeing You
006170654X,Wench
553560735,Red Mars
316234478,The 100
1423140605,The Mark of Athena
224085611,Her Fearful Symmetry
765335344,Vicious
1423108760,Bad Girls Don't Die
553293427,Pebble in the Sky
739437585,Safe Harbour
068482535X,Lincoln
141382899,The Titan's Curse
802151825,Tropic of Capricorn
452287065,The Bluest Eye
034552795X,Wife 22
069401298X,Frog and Toad Together
60852577,The Lacuna
385334230,Slapstick
312349513,Fearless Fourteen
1561797464,A Christmas Carol
767915593,Straight Talking
1400078776,Never Let Me Go
6161413,Ice Station Zebra
385491069,The Edible Woman
451208188,The English Assassin
312942303,Born of the Night
385366434,Two Ravens and One Crow
345438310,Nicholas and Alexandra
60652381,A Grief Observed
140690483X,"Right Ho, Jeeves"
743482883,Mr. Perfect
60744545,Moonrise
385907508,Moon Over Manifest
385528787,MaddAddam
553804812,The Good Guy
312364687,Shoe Addicts Anonymous 
671702505,The Gift
031605755X,Winter's Bone
375701230,A Death in the Family
582418275,The Firm
041330860X,Antigone
399154302,Spook Country
224064924,Esio Trot
345495357,The Lady Elizabeth
60760885,One Crazy Summer
375990690,Teardrop
307347974,Fahrenheit 451
547959206,Independent Study
553535641,Tell Me Three Things
312377037,The Brutal Telling
61020664,Wyrd Sisters
1416528636,Little Earthquakes
375822747,The City of Ember
375409289,A Gate at the Stairs
810984911,The Ugly Truth
148234873X,Beauty from Pain
451216725,Code to Zero
743428188,The Twentieth Wife
99366614,The Big Nowhere
385538030,Beautiful You
316134074,Dreams of Gods & Monsters
385335970,Dragonfly in Amber
439286069,Freak the Mighty
553573357,Blue Mars 
747560595,The Virgin Suicides
345461622,Pandora's Star
743234413,Cloudstreet
425201376,The Lunatic Cafe
767900383,Under the Tuscan Sun
739326228,Memoirs of a Geisha
1594481954,My Friend Leonard
385536073,Calico Joe
765328666,Girl of Nightmares
307272591,Bad Monkey
871404028,High-Rise
62306812,The Miniaturist
739380338,The Last Olympian
60827882,Trinity: A Novel of Ireland
385532458,Ford County
156030306,Flowers for Algernon
375703055,Ellen Foster
60548266,The Hollow Hills
399156240,Fantasy In Death
312997124,First Among Equals
670447161,Madeline's Rescue
373250118,See Jane Date
316677469,The Almost Moon
1250069793,Truly Madly Guilty
425256758,Dead Heat
393346773,The Obituary Writer
140565337,Parts
553584480,The Face
61583073,At Grave's End
1401341705,The Collaborator
753820331,The neon rain
1408319462,Slated
60638508,Sein und Zeit
446608890,Saving Faith
030734813X,Jurassic Park
688147321,Chrysanthemum
375868704,The Emerald Atlas
61931411,Dragon Haven
751531189,The Charm School
074324754X,The Glass Castle
552154288,Hogfather
1400030269,Plateforme
61002828,The Hellbound Heart
553573861,Zodiac
044101173X,Redemption Ark
425205754,Montana Sky
451464397,Skin Game
60554738,The Game
671670689,Dawn 
1101875895,Our Souls at Night
340896965,One Day
778325342,Fire Study
385539703,The Children Act
399156135,The First Rule
743484363,Remember Me 
006232005X,The Heist
006102001X,The Struggle
803734956,The Sky Is Everywhere
038553292X,Lawrence in Arabia
316216828,Broken Monsters
446573108,The Sixth Man
068480154X,Tender Is the Night
399157212,Port Mortuary
62267175,Crush
399164421,Thankless in Death 
60786507,The Poisonwood Bible
61719544,American on Purpose
61929379,Pirate Latitudes
380811081,Again the Magic 
399157565,The Bone Bed
385539126,Stone Mattress
316056219,Ship Breaker
345482409,Enchantment
439568404,Night of the Living Dummy
031624371X,The Crown Tower
60512741,The Lathe of Heaven
786816589,Crispin: The Cross of Lead
316250813,California
1408816032,The Song of Achilles
399154779,Dark of the Moon
1476789258,Eight Hundred Grapes
1481420763,Bad for You
1594561753,The Black Cat
316154512,A Wedding in December
439405572,The Capture
553807188,The Accident
765336413,The Providence of Fire
1596435739,The Sculptor
312938829,Dream Chaser
515142891,Finding the Dream
143914799X,Web of Lies
394895894,The Ruby in the Smoke
804139024,The Martian
1451681739,The Light Between Oceans
375990674,Fallen in Love
1416595163,Pursuit of Honor
141659518X,American Assassin
679772677,A Civil Action
031632468X,Frog Music
1842322761,On the Beach
586217835,Magician
345388666,The Shining Ones
751504386,Skeleton Crew
1595542779,Skin
505527847,Trouble in Mudbug
1414334095,Her Daughter's Dream
399157441,Chasing Fire
670020559,The Magicians
446602213,"Morning, Noon & Night"
345435168,Open House
345515633,Last to Die
451458923,Summer Knight
316204366,David and Goliath
067973225X,As I Lay Dying
373210337,The Girl in the Steel Corset
345460065,The Romanov Prophecy
316002895,Max 
446556815,Sin Undone
61836923,Moonlight Mile 
752860550,Sepulchre
1849234752,Rock Chick Rescue
446692654,Jack & Jill
62284835,Fracture Me
553376055,How I Live Now
743223136,John Adams
312364083,Firefly Lane
439023513,Mockingjay
380815583,An Offer From a Gentleman
425067823,Elephants Can Remember
446545244,Angel
758216416,Succubus Blues
031285787X,Necroscope 
316024643,Cross Country
142401447,The Pearls of Lutra
1416549978,The Broken Window
413771164,The Truth
1842431021,Villa Incognito
552152161,Not Without My Daughter
1439102414,Flash and Bones
61985880,Endlessly
140013083,The Chrysalids
140558640,Rumpelstilzchen
1620610078,Obsidian
1250077699,The Sound of Gravel
60744871,The Pursuit of Happyness
385333900,Jailbird
60513098,Falling Up
446693804,A Walk to Remember
1416975888,Clockwork Prince
1401322786,The Time Keeper
345347951,Childhood's End
385735294,The Sorceress
61020648,Guards! Guards!
006093316X,The Great and Secret Show
1936305623,Gabriel's Inferno
312939035,E Is for Evidence
765348802,Memories of Ice
399158820,Calculated in Death
60739428,"Catherine, Called Birdy"
143417231,Can Love Happen Twice?
385342020,Twenties Girl
446402400,The Secret Speech
345418417,The Ringworld Engineers 
1423134494,Bloody Valentine
553805487,Garden Spells
743281640,Chasing Darkness
316037885,The Magician's Apprentice
345487133,Earth Abides
316009857,Keeping You a Secret
812508440,The White Rose
034525855X,A Spell for Chameleon
553813145,Midnight Tides
786890754,"PS, I Love You"
60598328,The Saving Graces
765343436,Daughter of the Forest
515121843,Sea Swept
450040186,The Shining
1568650949,Bloodline
60734000,Touching Spirit Bear
770430074,Life of Pi
385739141,Torment
385542070,Nutshell
1423104870,The Wizard Heir
692572031,Big Rock
743422449,Mercy
312364105,True Colors
2266120921,L.A. Requiem
758290411,Seven Years to Sin
671729454,If There Be Thorns
345503813,The Desert Spear
1101946342,Grey
553804804,Brother Odd
044021145X,The Firm
1416950079,Tricks
61284203,Into the Wild
1597372552,The Never War
61726834,Delirium
886774268,Magic's Price
8129115301,Two States
345418425,Footfall
1596434465,Zita the Spacegirl
375706410,Waiting
1599906953,Throne of Glass
393065782,The Book of Negroes
553805460,The Wolf of Wall Street
006053124X,It's In His Kiss
425189031,Portrait in Death
743253426,Islands in the Stream
006124242X,Darke
399150862,The Cove
1590385810,Fablehaven
743233492,Break No Bones
307269760,Too Much Happiness
425143325,Without Remorse
802734375,Wild Cards
671027638,The Fuck-Up
345481291,Throne of Jade
440225442,One False Move
312933541,A Matter of Honor
312941919,Trunk Music
1606841750,Monsters
385743602,Calamity
60935499,Amadeus
446610178,The Sky is Falling
671578855,A Civil Campaign
425267040,Rush
316166294,The Brass Verdict
1250019672,Ladies' Night 
307341542,Sharp Objects
440226708,The Incredible Journey
312554192,Where We Belong
1455536253,The Guilty
804188246,Ruby
1439166641,Galveston
515144665,The Pagan Stone
575075066,God Emperor of Dune
749934395,Seduction in Death
1937248097,The Duchess War
068987121X,"Over Sea, Under Stone"
425267083,Burn
812992792,The Orphan Master's Son
399162437,The Last Star
553582917,Intensity
1416571736,Going Too Far
62317148,The Guard
316097527,"Alex Cross, Run"
1599903385,Need
753510995,"Screw It, Let's Do It"
076534629X,The Codex
62194720,The Revenge of Seven
812966295,King Solomon's Mines
446694843,Good Grief
1416951172,Extras
140042520,The Dharma Bums
743231511,Life after God
446613355,London Bridges
441010288,The Lost Years of Merlin
399162593,Fish In A Tree
752849190,Darkest Fear
142401102,A Long Way From Chicago
345313151,Bearing an Hourglass
1616149981,The Life We Bury
7191324,The Winter Rose
399155015,Moscow Rules
441627404,The Once and Future King
1933718552,Ashfall
140260706,Equus : a play
99549344,Warm Bodies
140230270,Harvesting the Heart
61138061,Pale Demon
1416505016,Consent to Kill
803734964,I'll Give You the Sun
552152951,Reaper Man
1439102724,Sing You Home
312426232,The Brooklyn Follies
61449121,Plague
765357054,The Keep 
067001821X,People of the Book
1250060559,Fairest
61668060,Spells
1414336241,The Auschwitz Escape
553589458,The Survivors Club
1594631573,The Vacationers
61094145,Imajica
446608815,Pop Goes the Weasel
142501107,Lord Brocktree
399161481,Suspect
042520992X,Whispers
679745580,In Cold Blood
1400033446,Tar Baby
141043768,What Alice Forgot
044657967X,Wild Fire
312983220,Area 7
345443284,While I Was Gone
385352093,The Painter
553392921,Fool's Quest
140086838,Ceremony
752876457,Black Order
786901640,Siege of Darkness
62235672,On the Fence
64472795,Princess in the Spotlight
399256776,Champion
61692042,Canada
043933909X,Stone Soup
1442430001,Rebel Heart
307119394,I Was So Mad (Look-Look)
756403014,Dragon Prince
395137195,The Bronze Bow
1595540342,Red
1439191379,Miles to Go
147679250X,After We Fell
446699535,City of Bones
843955287,Dark Prince
316051594,Twenty Boy Summer
316101842,Nevermore
2266079999,Contact
340881542,Class A (Cherub #2)
553584502,The Taking
1921351438,Dreams from My Father
1596912855,Austenland
1554682746,Wondrous Strange
1416963960,White Cat
61583227,First Drop of Crimson
1416532358,Ricochet
778324516,Back on Blossom Street
1565126297,When She Woke
60182989,Mister B. Gone
425099334,Shattered
451225090,The House On Tradd Street
62280678,Dorothy Must Die
553382616,The Shelters of Stone
60887370,Perfect
385733410,Rebel Angels
312986343,Visions of Sugar Plums
62331159,The Bees
679732268,Light in August
1595141987,Blood Promise
1892295490,Heart of Darkness
451209435,Fear of Flying
345454944,Sunset Express
60548258,The Crystal Cave
575079797,The Blade Itself
394298667,Red Storm Rising
031236847X,Sweetheart
557364639,My Blood Approves
141311371,The BFG
312954468,River God
688114490,Owen
515144592,The Hollow
1455521213,The Hit
399154701,Strangers in Death 
991686004,Ten Tiny Breaths
1416960597,Living Dead Girl
1587672286,Blockade Billy
743290119,Chasing Harry Winston
976165910,MEG: A Novel of Deep Terror
330376152,The Fog
61240273,Belong to Me
689860072,Dragonsinger
767912276,To Have and to Hold 
373777922,The Best Man
307595129,Maine
316018953,The Overlook
767912241,Babyville
380817934,Olympos
978970764,John Dies at the End
380712040,Black Cherry Blues
758216424,Succubus On Top
312360401,Honolulu
142401757,Dreamland 
345505719,Victims
316084220,A Midsummer's Nightmare
99578514,Midnight's Children
1250091845,Stars Above
441020429,Magic Slays
1423140591,The Son of Neptune 
055358359X,Prior Bad Acts
425190447,All Tomorrow's Parties
345484274,Angel Falls
451933028,The Green Mile
62220969,Asylum
553248642,The Haj
446195502,Divine Justice
641645473,Sea of Silver Light
61020001,The Awakening
812517725,The Great Hunt
142408786,Double Fudge
1400068320,Eligible
763619612,The Dot
751530492,Unnatural Exposure
316012823,One Good Turn
451219945,Glass Houses
844662925,The Johnstown Flood
1250022088,The Nature of the Beast
553282093,The Gemini Contenders
440212812,Lost Souls
743454537,My Sister's Keeper
142000205,Icy Sparks
590396439,Street Magic
307588920,Think of a Number
1101875100,M Train
375701907,Straight Man
074326195X,"Cry, The Beloved Country"
553277405,Night Probe!
756409608,Broken Homes
373210582,Alice in Zombieland
670018708,City of Thieves
006083577X,The King of Attolia
078685197X,It's Kind of a Funny Story
425204693,From Potter's Field
812550706,Ender's Game
743442849,Addicted
1416509879,A Hunger Like No Other
1416521690,The Coldest Winter Ever
61148512,The Bell Jar
330412744,Cosmopolis
671744216,The Secret
375814701,Mastiff
399148701,Red Rabbit
765318415,Boneshaker 
031603617X,Cross Fire
1846054761,The Gift
99453452,Point of Impact
1466867507,Cometh the Hour
743265025,The Starter Wife
156031566,The Places In Between
1594487561,Girl in Translation
084394952X,Dark Legend
345335708,Castle of Wizardry
316123404,Surface Detail
425197395,The Mediterranean Caper
739465511,The Lincoln Lawyer 
075280944X,The Last Coyote
1599904780,Princess of Glass
316068047,The Host
1439147973,Spider's Bite
042519485X,Undead and Unwed
1411608313,Day by Day Armageddon
345475836,Gateway
552148032,King of the Murgos
144242673X,P.S. I Still Love You
399167838,The Young Elites
1401204953,We3
743243315,Brick Lane
380820854,"To Sir Phillip, With Love"
553499114,Illuminae
141971189X,The Long Haul 
727853414,Exit to Eden
553418297,The Fold
310247535,Even Now
440229081,Skellig
747541604,The Gashlycrumb Tinies
330369032,Lucky You
1451629184,A Stolen Life
743225082,Man and Boy
60256656,The Giving Tree
62059939,The Selection
140283331,Lord of the Flies 
399169520,My Sunshine Away
552154180,The Last Continent
64473457,Castle in the Air
316261130,Winter Stroll
812984277,Wedding Night
1442409096,Sever
816638624,A Single Man
545424984,The Raven King
553295411,Fire Sea
312364423,Night Road
425214435,Eyes of Prey
425213978,Labyrinth
1849231842,Rock Chick
7120680,Hallowe'en Party
054522490X,The Scorpio Races
441013813,Moon Called
451461037,Proven Guilty
399155988,Rough Country
743496728,Nineteen Minutes
743466527,Fall on Your Knees
1451617720,Then Came You
694011479,The Mixed-Up Chameleon
7117140,Weaveworld
1453688935,Switched
1463756976,The Underworld
142001821,The Passion of Artemisia
1402262272,Catching Jordan
1931514607,Paradise Kiss 1
671027581,Open Season
441172695,Dune Messiah 
1401324436,Heat Rises
743294270,Fly Away Home
441783589,Starship Troopers
1937053164,Apollyon
517223007,From Here to Eternity
755328175,Rumor Has it
067172939X,Dark Angel
758216432,Succubus Dreams 
006079156X,The Space Between Us
1402284314,The Paris Architect
385351399,The Circle
451224639,Feast of Fools
439796636,War Horse
451239350,Lover at Last
425157539,Sudden Prey
553588486,A Game of Thrones
61433012,Nation
316098337,Room
1423121325,Spell Bound
553573764,Mariana
62430874,Pretty Girls
1713221,Are You My Mother?
60786469,Love Medicine
312369506,Devil May Cry
192076920X,Shantaram
553575422,Luck in the Shadows
553266306,The Day of the Jackal
1857984986,The Stainless Steel Rat
552992097,The Hotel New Hampshire
1501132938,The Woman in Cabin 10
679753338,Nobody's Fool
1414368186,Bridge to Haven
61120073,A Tree Grows In Brooklyn 
393079988,Great House
440800463,"Ramona Quimby, Age 8"
60590319,Fool
62377183,Moriarty
544303164,The Turner House
689869126,The Rivers of Zadaa
000748805X,You Had Me At Hello
451458125,Fool Moon 
60593083,Quicksilver
670012947,What Happened to Goodbye
425201449,The Body Farm
743437314,The Merchant of Death
1423194551,The Son of Sobek
141014083,The Complete Maus
006173506X,Insatiable
399154345,High Noon
60512148,Angels
915297019,Once a Runner
159514398X,A Million Suns 
125011117X,Behind Her Eyes
689846231,The Yearling
60724552,Party Princess
312546564,No Mercy
023070395X,Rhett Butler's People
142405787,Scorpia
449221490,L is for Lawless
689857705,Rainbow Boys
446674575,The Tenth Insight 
446350982,Presumed Innocent
1400080665,Thunderstruck
61257095,The Shoemaker's Wife
385539258,A Little Life
034553283X,Glitter and Glue
399168796,Gathering Prey
802798233,Perfect Chemistry
080508052X,The High King 
1455503258,The Astronaut Wives Club
764200119,When Calls the Heart
812541626,The Sum of All Men
60988649,Lost
446321214,The Naked Face
330369954,Underworld
62380877,This Savage Song
756402697,The Dragonbone Chair
525478817,The Fault in Our Stars
1450595987,Tiger's Voyage
684853159,The Wasp Factory
446614459,Split Second
380820889,Blindsighted
1442435003,Since You've Been Gone
671876465,Mirror Dance
670021474,Angelology
316074152,Blameless
156030373,L'isola del giorno prima
142002054,Diamonds are Forever
62076116,Up From the Grave 
1841493341,Singularity Sky
451217454,Waiting to Exhale
1580495869,The Red Badge of Courage
1841497975,River Marked
446577391,Stone Cold
60090383,Rachel's Holiday
031262168X,The Book of Shadows
1841150509,The Patron Saint of Liars
739377728,Sizzling Sixteen
553381342,The Bonfire of the Vanities
2264022442,Paddy Clarke Ha Ha Ha
345807952,Mad About the Boy
670021679,My Name Is Mary Sutter
316921173,Infinite Jest
765354063,The Ghost Brigades
441013465,Another Fine Myth
140679239X,To The Lighthouse 
312656289,Heaven
441015271,Captain's Fury
1416974520,"Night World, No. 3"
439050227,David Gets in Trouble
1476731535,Beautiful Stranger
425212033,Grave Surprise
345496876,Empire of Ivory
097915930X,The Lace Reader
039515023X,Curious George
749932775,Dance Upon The Air
812997530,Hausfrau
140089225,The Bone People
675093244,A Rose for Emily
044669567X,Strip Tease
64440206,Frog and Toad Are Friends
689865384,Uglies
553582461,Fool's Fate
61138010,"White Witch, Black Curse"
044900483X,Children of God
446604844,Total Control
449213447,The Chosen
075283455X,Terms of Endearment
684815001,Nachfolge
676979564,The Virgin Cure
142002070,"From Russia, with Love"
547152604,Okay for Now
375724370,Anil's Ghost
316036196,Fang
8176210773,You Can Heal Your Life
184243022X,Still Life with Woodpecker
1434764338,Waterfall
345396553,Ilse Witch 
042524413X,The Lost Wife
689840349,Greenwitch
440236703,Tell No One
1937053148,Deity
307596850,Girls in White Dresses
1500607533,Debt Inheritance
553816713,The Notebook
553582747,From the Corner of His Eye
60959037,Prodigal Summer
152802177,Stellaluna
1560974273,Ghost World
812968972,The Birth of Venus
312934327,Sins of the Night
399156577,The Search
743271327,Brokeback Mountain
425198731,Blow Fly
1439102759,Lone Wolf
61996181,Hallowed
963192566,Servant of the Bones
199291152,The Selfish Gene
61015725,Prey
739464469,The Line of Beauty
385339410,Hannibal Rising
375760385,The Source
1565125967,A Reliable Wife
752864327,The Bourne Identity
345496574,The Evolutionary Void
451461894,Small Favor
142000663,The Grapes of Wrath
575077026,Ringworld
345339738,The Return of the King
545040566,Being Nikki
006074457X,Dawn
988393506,Losing It
1860498809,The Blind Assassin
1616203048,Descent
1594200823,The Omnivore's Dilemma
380803267,King of Foxes
044657449X,Eternal Rider
439858054,The Other Side of Dawn
031612611X,The Diviners
739418378,Valley of the Dolls
059039696X,Shatterglass
446603775,Dawn
330418874,Boy Meets Girl
99465639,The Grand Sophy
7325983,Mortal Coil
451188462,Desperation
547251270,A Long Walk to Water
671877836,Honor Among Enemies
316187712,Heir of Novron
752876813,The Copper Beech
553565079,Forward the Foundation
316334529,The Rumor
60809086,Strong Poison
440236738,Gone for Good
385341962,Genesis
441014895,Magic Bites
689840926,Hatchet
441017150,Dead and Gone
1405258217,Code Name Verity
1606841440,Hourglass
316187747,Theft of Swords
316097772,Dare Me
312370156,The Compound
545135702,The Sword Thief
763655988,I Want My Hat Back
330449605,The Forgotten Garden
316767727,Nine Stories
62268341,Yes Please
60838728,Bel Canto
718154959,Blue Monday
000710653X,Charmed Life 
446569895,I Am Ozzy
743294386,Devil Bones
930452895,Driving Miss Daisy
1414310560,The Negotiator
1455807044,The Perfect Hope
061870986X,In the Lake of the Woods
034553364X,Trapped 
60577371,Physik
141184272,Orlando: A Biography
812515285,A Fire Upon The Deep
743299841,Day After Night
399155341,The Help
451463722,Mercy Blade
039925482X,Nightshade
1573226521,The Beach
1416918736,Private
1250014522,Calling Me Home
803738552,Counting by 7s
446528056,Dear John
142000655,East of Eden  
385341636,Faefever
670061050,Just Listen
312424094,Housekeeping
60757639,Forest Mage
141439882,Cranford
756401933,First Rider's Call
451211472,Night over Water
61767581,L.A. Candy
307277712,Everyman
553582933,Winter Moon
446500038,Kushiel's Justice
140621318,The Prisoner of Zenda
515126772,Jewels of the Sun
590554115,Briar's Book
425241505,Dragon bound
749748001,The Enchanted Wood
393318486,How the Mind Works
385732554,The Giver
743453964,Executive Power
743269268,The Virgin's Lover
425270696,Magic Binds
440975344,Rumble Fish
60608528,Gemeinsames Leben
525953507,The Stranger
671042572,Jewel (Oprah's Book Club) 
679879242,Northern Lights
038531387X,Deliverance
316043893,The Castaways
676977731,The Birth House
7158475,Fox in Socks
385611072,I Shall Wear Midnight
316219126,The Autumn Republic 
385344406,Iced
345544927,Leaving Time
009959241X,The Moor's Last Sigh
330311735,One
874778883,Sieben Jahre in Tibet
452298385,Blackberry Winter
312181108,I Capture the Castle
159514322X,The Ruby Circle
399158278,Taken
446699454,"Between, Georgia"
345497457,Shugo Chara! 1 (Shugo Chara!)
807083690,Kindred
61345695,Rumors
451412354,Lover Revealed
61726818,Before I Fall
553119222,Death on the Nile
192833596,Great Expectations
446696129,The Rescue
743484274,The Cradle Will Fall
765354942,Relic
425267067,Fever
573613311,The Odd Couple
052595158X,Caught
006098824X,Getting Over It
356501507,The Hydrogen Sonata
1841494186,Matter
553575376,Excession
1430300612,My Stroke of Insight
312555113,The Chosen One
385533853,Robopocalypse
553214322,The Island of Dr. Moreau
141301066,Matilda
446695661,Double Whammy
812974018,Black Swan Green
61259349,Secrets of a Summer Night
1842430351,Jitterbug Perfume
316018600,A Summer Affair
312990960,The Book of Illusions
60987049,Microserfs
312577206,Home Front
553258478,Exodus
1442402008,Nevermore
60534052,A Faint Cold Fear
451209303,The Unlikely Spy
515142883,Holding the Dream
316036064,How to Save a Life
1439187312,The Walk
1476789630,Luckiest Girl Alive
140169300,Angle of Repose
345330137,Double Star
399252517,Brown Girl Dreaming
142002801,Berlin: The Downfall 1945
1501101536,Manwhore
425203891,Hideaway
081297235X,Prep
141699792X,A World Without Heroes
765319853,Little Brother
330419641,Absolute Power
375761411,Texas
067155302X,Harvest 
312591829,Another Piece of My Heart
192838628,The Forsyte Saga
671704656,Treasure
1250049377,Landline
473235501,Love & Misadventure
067972477X,"I, Claudius"
91940737,How to Be a Woman
2290011150,Alien
385339593,The Summons
758266944,Kiss of Frost
446364800,The General's Daughter
307098222,Betty Crocker's Cookbook
1682305031,Broken prince
767904427,Going After Cacciato
375421874,The Minority Report
749934085,Immortal in Death 
1400063841,Last Night in Twisted River
842382895,Return
446564087,Deliver Us From Evil
393312801,The Acid House
60584025,Metro Girl
399153357,The Messenger
1476712980,Walking Disaster
670020486,The Piano Teacher
1442422017,The Pledge
385337930,A Painted House
140620613,The Turn of the Screw
425247546,Kiss the Dead
385340605,Deal Breaker
765316897,The Hero of Ages
786887079,Lipstick Jungle
1585673927,"Carry On, Jeeves"
345335651,Queen of Sorcery
545142997,Numbers
763631620,The Gift
61043559,Murder Must Advertise
375703861,White Teeth
1501117203,Scrappy Little Nobody
399256202,The Invaders
684193957,All That Remains
618007016,The Three Pigs
857532014,The Screaming Staircase
399158448,The Peripheral
60788380,For a Few Demons More 
679746048,"Girl, Interrupted"
345441702,The Sicilian
61474096,Anathem
1419704281,Splintered
439845823,Fire Star
425150984,Glory in Death
385353774,City on Fire
439474299,Midnight for Charlie Bone
515128546,Tears of the Moon
670025488,May We Be Forgiven
1442406593,Endless Summer
310226058,The Case for Christ
1600963943,The Secret Adversary
1414339364,Growing up Amish
140283358,Waiting for the Barbarians
425208435,Dragon Tears
778324826,Body Movers 
61714305,Sandman Slim
60525614,Forest of Secrets
1419151126,The Thirty-Nine Steps
439903440,Swindle
61728918,The Carrie Diaries
312349491,Lean Mean Thirteen
142301515,Crown Duel 
312241224,Birds of America: Stories
752816993,The Monkey's Raincoat
1595540075,Adam
316081051,Feed
61714321,Aloha from Hell
316002860,The Final Warning
312374976,Sworn to Silence
60827645,Twilight
038549081X,The Handmaid's Tale
62409859,Go Set a Watchman
038534385X,Homer's Odyssey 
553381679,The Clan of the Cave Bear
439829127,"The Third Day, The Frost"
805080481,The Book of Three
394720954,Master of the Senate
425134350,Patriot Games
6513220,The Bronze Horseman
60590297,You Suck 
545540607,Sisters
557489563,Flutter
571215289,The Secret Scripture
552998761,Tales of the City
345451902,The Last Detective
62085611,Sweet Evil
7202326,The Last Battle
449000664,K is for Killer
876855966,Hot Water Music
590396056,Magic Steps
586026193,The Ipcress File
1476785597,You
031242440X,Gilead
689848919,Fever 1793
451209133,Disappearing Acts
380817926,Ilium
1421820609,Cinq semaines en ballon
62267523,The Kind Worth Killing
671004239,The Locket
62491792,Commonwealth
055380555X,No Time for Goodbye
553803077,Sickened
545324092,The Medusa Plot
345363310,Demon Lord of Karanda
385265700,The Book of Ruth
316954993,War and Remembrance
575077883,Before They Are Hanged
61051586,Carpe Jugulum
385515049,The Appeal
141658661X,Full Black
62285637,Four: The Transfer
670026638,A Tale for the Time Being
60837381,The Fixer Upper
1250015545,The Good House
345434803,The Vampire Armand
1847673767,The Death of Bunny Munro
451471474,I Was Here
385351232,Longbourn
152010661,Time for Bed
440421705,Hoot
316194689,Ask the Passengers
1455559822,Memory Man
374116342,Breath
044024160X,The Gods of War
373210183,The Iron Queen
312642962,Scarlet
316068225,This is Water
375700811,The Executioner's Song
1484724917,The Blood of Olympus
143035746,The Liars' Club: A Memoir
553804332,Say Goodbye
158648303X,Auschwitz: A New History
60988657,Mirror Mirror
804113475,Ladder of Years
425142485,The Funhouse
375758232,Paris to the Moon
679728740,Child of God
340893613,Sapphique
425192032,Lightning
312949812,Seduce Me at Sunrise
425212696,S is for Silence
804138818,Zomerhuis met zwembad
743298020,The Thirteenth Tale
140132937,The Wives of Henry VIII
753453800,Treasure Island
812511816,The Eye of the World
312377045,Bury Your Dead
1594488878,"Juliet, Naked"
670038571,Second Chance
312361270,The Gatecrasher
031298166X,Crooked House
312984839,Dance with the Devil
385528779,The Year of the Flood
307263940,Digging to America
1480095532,The Edge of Never
1846164257,The Fire Eternal
679805273,"Oh, the Places You'll Go!"
1400066124,Letter to My Daughter
316066346,The Girls
670063118,Eona: The Last Dragoneye
1409135195,The Scottish Prisoner
886773687,Armor
743227441,The Other Boleyn Girl
525952276,Stay Close
451219953,The Last Templar
802135781,Sexing the Cherry
747266921,Four Blind Mice
671733419,Women Who Love Too Much
330411969,Dissolution
